FID,lnk,reg_obj_id,ro_acct,root_id,site_name,address,town,sw_id,acres,cap_status,lf_liner,status,type_oper,type_rsp,waste_type,l_base,l_acc_est,l_type,l_meth,l_src_1,l_src_2,l_src_3,l_staff,l_prog,l_date,dig_method,shape
GISDATA.SW_LD_POLY.782,485283,485283,481246,469981,JOHN F KENNEDY LIBRARY AND MUSEUM,COLUMBIA PT,BOSTON,,9.9173217,Capped,unknown,Closed,,,MSW,DOQ,100,EWA,PHO,MS_SITE,AP_DOQ,DD_PAR,ADAMS_D,DEP_BAW,2013-05-23T00:00:00,F,"POLYGON ((238510.0613566488 896015.1546635553, 238523.2905362025 895990.6806545183, 238316.9151403904 896166.6289239228, 238394.30590122938 896355.8063728884, 238492.86340979487 896318.7646567002, 238510.0613566488 896015.1546635553))"
GISDATA.SW_LD_POLY.784,291A,39787,172989,172990,SWAMPSCOTT LANDFILL,PARADISE RD,SWAMPSCOTT,0291.001,3.15060787,Incomplete,Not Lined,Inactive,,,MSW,DOQ,16,PB,DD_1,DD_PAR,TEXT,AP_DOQ,MANNO_T,DEP_BAW,2015-12-23T00:00:00,F,"POLYGON ((248024.61480612308 913972.1846890412, 248030.28540425748 913969.5911128074, 248036.7758924067 913966.7244861387, 248037.62620344013 913966.1439685486, 248038.3691007495 913965.4311900586, 248038.98427008837 913964.6055919081, 248039.45485566556 913963.6898723356, 248039.7679302171 913962.7090464197, 248039.91493155062 913961.6900095604, 248039.89186395705 913960.6607316323, 248039.6993318349 913959.6493168138, 248039.34260682017 913958.6834999435, 248038.83145989478 913957.78980707, 248038.1798927784 913956.9926152974, 248027.1146010086 913946.5923887044, 248016.79532924294 913937.1811137274, 248014.32118739188 913934.9246869609, 248002.85088647157 913924.0670035109, 247992.06690514833 913914.2269130982, 247982.44919706136 913905.2008030973, 247973.03409427404 913896.5830935463, 247959.84540891647 913884.3141906112, 247958.56080935895 913883.1097735912, 247950.07351396233 913875.1520926282, 247936.42938638479 913862.4310044684, 247930.26160946488 913856.8673835434, 247928.2561057061 913854.9871901944, 247927.04940543324 913856.1867049299, 247919.71831008792 913864.0084986426, 247911.62329804897 913872.6358112916, 247901.9483071193 913883.1077925302, 247894.9341141358 913891.2170077562, 247894.14498090744 913892.8381523974, 247893.53125539422 913894.5334692448, 247893.09978734702 913896.284087874, 247892.85541190952 913898.0704663023, 247892.80081525445 913899.8726596311, 247892.936668925 913901.670521494, 247893.26139479876 913903.4440398254, 247893.7714336738 913905.1734040342, 247894.46101026982 913906.839340765, 247895.3225025311 913908.4232146218, 247897.00821627676 913910.7895062491, 247903.6713923812 913916.9048690349, 247904.9724112302 913918.0989106745, 247906.05964354426 913919.3432175033, 247906.9849326387 913920.7122303471, 247907.73414248228 913922.1849969886, 247908.29582321644 913923.7389870659, 247908.66134548187 913925.3504278697, 247908.82516902685 913926.9946736768, 247908.78477556258 913928.6465751007, 247908.54073589295 913930.2808148786, 247908.09684425592 913931.8724786639, 247907.45984968543 913933.3971222006, 247906.63952316344 913934.8315100111, 247905.64838902652 913936.1536489725, 247904.50162419677 913937.3432919905, 247903.21675600857 913938.3823073283, 247901.81349433959 913939.2547457851, 247900.31322790682 913939.9472771809, 247898.73895715177 913940.4493246637, 247897.1147569865 913940.7531654686, 247895.76390945166 913940.8510768153, 247894.41010711342 913940.8116906658, 247894.35151475668 913940.806889113, 247892.2785878256 913970.7840128206, 247889.10449400544 913970.6224053763, 247890.80639199913 914000.4831166528, 247899.01549962908 914000.2877976187, 247906.04651483148 913999.9409107417, 247913.59821290523 913999.420597218, 247921.97460254282 913998.7702053115, 247931.6964002028 913997.9031056426, 247932.79209399223 913997.7558692694, 247938.19780097157 913997.0294919796, 247944.0135872662 913995.8587865494, 247952.6069868654 913993.647588376, 247962.80618628114 913990.8726948313, 247972.34109280258 913988.0752037801, 247984.61969956756 913984.1521015838, 247999.40219765902 913979.8267100006, 248007.3075652197 913977.5251217894, 248007.92518570274 913977.3453154564, 248011.54689823836 913976.3091877624, 248015.30020013452 913975.2354870923, 248024.61480612308 913972.1846890412))"
GISDATA.SW_LD_POLY.788,346B,39926,173115,173116,WINTHROP LANDFILL,ARGYLE ST,WINTHROP,0346.002,8.92815802,Capped,Not Lined,Closed,Municipal,,MSW,DOQ,100,EWA,MAP,MS_USGS,,,HYDE_J,DEP_GIS,2002-05-09T00:00:00,F,"POLYGON ((242675.17183045298 904200.1249667294, 242497.10933405906 904085.1249665208, 242478.56241999567 904082.062517155, 242457.54687075317 904087.0000225492, 242411.1718460396 904145.7500544041, 242396.9531776309 904188.9999745563, 242406.23437422514 904264.437477883, 242426.64069730043 904291.0000608712, 242440.85936570913 904298.4374618866, 242455.6874281615 904299.6875104308, 242469.90626446158 904291.0000608712, 242483.51567313075 904274.9374625757, 242507.0000590086 904258.8749985844, 242524.93744470924 904251.4374296851, 242553.37491583824 904245.2499429025, 242577.48434277624 904255.7500619031, 242589.8593499139 904259.5000060685, 242611.49994021654 904258.8749985844, 242635.60933357477 904249.6250624396, 242662.1875635758 904232.8750364967, 242675.17183045298 904213.7500224113, 242675.17183045298 904200.1249667294))"
GISDATA.SW_LD_POLY.791,170A,39461,172694,172695,MARLBOROUGH LANDFILL,42 BOLTON ST RTE 85,MARLBOROUGH,0170.001,26.08174057,Incomplete,Not Lined,Inactive,Municipal,,MSW,DOQ,16,CAP,MAP,MS_SITE,,,SWIGOR_J,DEP_GIS,2002-07-11T00:00:00,F,"POLYGON ((195190.59369634092 901577.49998812, 195203.1250057146 901587.3125451617, 195226.406215474 901591.8125721775, 195246.99996692687 901584.6249525473, 195287.2968660593 901572.1250379272, 195314.15623862296 901572.9999611042, 195341.90621495247 901569.4375460446, 195391.156227082 901543.4374832213, 195442.1875474751 901517.500042025, 195484.28120042384 901482.562479645, 195538.00001270324 901432.4375107586, 195568.43741375953 901370.6250295378, 195565.74995545298 901325.8750108443, 195563.06249714643 901273.0624493435, 195540.6874710098 901240.812479578, 195522.78121144325 901229.1874881312, 195444.87503936142 901206.8124955744, 195362.49993282557 901186.1874836758, 195332.9530683756 901179.9374760017, 195323.99995538592 901192.4375249296, 195315.04680880904 901219.3125445023, 195306.09369581938 901265.8749640174, 195262.2187346071 901334.812510401, 195215.67182779312 901404.6875344329, 195193.2813225314 901432.4375107586, 195169.99997846782 901455.6874600723, 195168.20305676758 901521.0624570847, 195174.48435846716 901554.1875179112, 195190.59369634092 901577.49998812))"
GISDATA.SW_LD_POLY.797,285A,39766,172970,172971,STOUGHTON LANDFILL,100 PAGE ST,STOUGHTON,0285.001,33.16808189,Incomplete,Not Lined,Inactive,Municipal,Private,MSW,NA,100,PB,DDS,DD_PAR,DD_SW,AP_DOQ,MANNO_T,DEP_BAW,2010-09-22T00:00:00,PAR,"POLYGON ((236385.04444302619 877583.6654212065, 236279.18605866283 877321.0759847313, 236243.08967720717 877231.5363261551, 236189.12467631698 877097.6722073257, 236146.36914803088 876991.614038147, 236123.1641922742 877003.8408687524, 236122.17419975996 877004.3609136604, 236110.21420779824 877010.6409058459, 236086.88417667896 877022.890904773, 235959.29420758784 877089.890807081, 235961.5841780603 877094.2308047824, 235997.41419095546 877162.2309070937, 235984.75417986512 877241.6007799506, 235980.05420015007 877271.080892764, 235979.55420088023 877274.1908875592, 235979.06420763582 877277.3008823507, 235965.19417212158 877364.2709052972, 235978.28420743346 877389.6007991955, 235979.89420441538 877392.7208000161, 236036.44421932846 877424.4908161499, 236159.00421120226 877493.3408937193, 236345.79421485215 877598.2807715982, 236353.91420838237 877595.0208206736, 236385.04444302619 877583.6654212065))"
GISDATA.SW_LD_POLY.798,158A,39430,172663,172664,LITTLETON LANDFILL,38 SPECTACLE POND RD,LITTLETON,0158.001,8.75611663,Incomplete,Not Lined,Inactive,Municipal,,MSW,DOQ,100,EWA,MAP,MS_SITE,DD_PAR,AP_DOQ,SWIGOR_J,DEP_GIS,2002-07-10T00:00:00,F,"POLYGON ((197732.3280870989 922787.6249949634, 197737.79691936076 922820.437484894, 197747.1562838629 922835.2500346489, 197762.76565603912 922852.3750180751, 197792.42191526294 922860.1875108778, 197815.82816681266 922861.0000810474, 197843.14063118398 922863.3124475628, 197857.9686936438 922877.3749816194, 197867.3281924501 922903.9375646077, 197890.75005743653 922920.3124651834, 197906.3437825963 922909.3750356957, 197905.56250645965 922895.3125016354, 197931.31251927465 922863.3124475628, 197960.96877849847 922827.4375418425, 197958.62498365343 922813.3750077859, 197912.593689546 922780.6249380149, 197820.5155550465 922712.749978222, 197764.32810759544 922660.4375167266, 197735.45315808803 922626.8750110976, 197724.5312077254 922626.8750110976, 197712.04690654576 922635.499939762, 197696.43753436953 922662.812572021, 197693.31246337295 922679.9375218712, 197703.46875102818 922701.8125487342, 197709.70314527303 922725.9999421164, 197719.8437859118 922757.999996189, 197732.3280870989 922787.6249949634))"
GISDATA.SW_LD_POLY.802,139A,39374,39374,359971,EL HARVEY HOPKINTON LANDFILL,394 WOOD ST,HOPKINTON,0139.001,10.97832843,Capped,Not Lined,Closed,Private,Private,MSW,DOQ,100,EWA,MAP,MS_SITE,,,SWIGOR_J,DEP_GIS,2002-07-11T00:00:00,F,"POLYGON ((192703.26564623415 889294.5624548607, 192742.56244609505 889305.3750104457, 192792.65628884733 889291.6250808612, 192845.71879961342 889276.8750184253, 192912.51562653482 889248.3749928251, 192921.3593447581 889225.8124375828, 192917.42183790356 889183.562482398, 192918.40618943423 889159.999962192, 192932.15628690273 889141.3125272132, 192928.23439349234 889127.562429741, 192925.28123816848 889101.9999796078, 192924.2968866378 889082.3749326728, 192928.23439349234 889065.6874612011, 192919.39067526907 889049.9374338016, 192891.890648216 889037.1874691807, 192865.35932567716 889034.2500616051, 192847.67185566574 889041.1249760315, 192814.28126570582 889039.1250125244, 192789.71874696016 889045.0624828786, 192773.99998000264 889067.6250381209, 192770.06247315556 889076.5000167862, 192758.28121305257 889092.1875232942, 192745.4999879822 889101.9999796078, 192733.71872787923 889119.687550351, 192729.78122103214 889149.1875409149, 192734.70304583013 889188.4374333173, 192730.76567329466 889216.9374589175, 192720.95311624557 889248.3749928251, 192711.12504649907 889267.0625621118, 192697.37494903058 889283.7500335835, 192703.26564623415 889294.5624548607))"
GISDATA.SW_LD_POLY.803,133B,39355,172594,172595,HOLBROOK LANDFILL,MAPLE AVE,HOLBROOK,0133.002,16.34727321,Capped,Not Lined,Closed,Municipal,Municipal,MSW,DOQ,100,EWA,MAP,KNOW,AP_DOQ,,CONNICK_D,DEP_BAW,2013-02-17T00:00:00,F,"POLYGON ((240454.21532802284 878895.5946411937, 240419.84817646444 878839.7905455418, 240400.7693982944 878808.8111400381, 240374.31100560725 878821.511141669, 240308.69421860576 878856.9653912298, 240289.11500465125 878873.8987491168, 240280.6483257115 878890.8321405835, 240273.23996904492 878920.9946780317, 240268.477468431 878943.2197480351, 240261.06911176443 878959.6239279993, 240260.55584946275 878960.272271689, 240218.73571703583 878991.9031771496, 240201.8023255691 879021.5365702473, 240178.51896686852 879013.069857724, 240157.35225271434 878995.0781775564, 240124.2598290071 878987.5258415155, 240115.01882441342 878991.9031771496, 240101.78964485973 879008.3073571138, 240093.32296591252 879024.1823927276, 240088.56043172628 879052.2282856181, 240094.38128819317 879066.5158210285, 240114.48964648694 879076.5700001754, 240108.13964567333 879082.9200009927, 240101.78964485973 879092.4450357892, 240105.493823193 879098.2658586763, 240124.8745618388 879112.6856885701, 240130.3646821007 879107.7908934765, 240145.1813954413 879094.561713919, 240149.94389604777 879085.0366791226, 240127.1896816939 879084.5075011961, 240127.1896816939 879077.6283224523, 240131.95218230784 879076.0408222489, 240139.3605389744 879064.3991428986, 240144.32127984613 879060.1087724157, 240177.46061101556 879031.0615714677, 240189.03617670387 879019.7506283186, 240202.26535625756 879024.3808344491, 240200.21482536942 879049.5824295618, 240200.21482536942 879069.1616435088, 240202.92682866752 879080.2741785124, 240211.32736036927 879088.2116795294, 240228.2607182637 879097.7367143258, 240245.72325407714 879095.0908582695, 240254.71911095083 879091.3866799362, 240367.43182686716 879100.3825368062, 240388.5985410139 879100.3825368062, 240419.81943431497 879098.2658586763, 240466.38618530333 879097.2075363994, 240465.85704094917 878997.591705557, 240477.10183686018 878996.5995305218, 240483.0549878031 878995.2766192816, 240493.63834488392 878992.9614994265, 240502.56805451214 878989.323468335, 240507.52899684757 878979.0708474629, 240511.82846677303 878966.8338429444, 240513.1513780132 878939.3832752183, 240506.20605202764 878926.4847982898, 240490.99248882383 878910.2790264748, 240454.21532802284 878895.5946411937))"
GISDATA.SW_LD_POLY.806,049C,39138,172392,172393,NEW STREET LANDFILL,NEW ST,CAMBRIDGE,0049.003,49.6742125,Capped,Not Lined,Closed,Municipal,Municipal,MSW,DOQ,100,PB,PHO,MS_USGS,DD_PAR,AP_DOQ,MANNO_T,DEP_BAW,2010-09-15T00:00:00,F,"POLYGON ((229802.83420971036 904159.0008241534, 229791.00419539958 904195.6507942192, 229779.40421902388 904190.7807791568, 229770.56419430673 904214.1009049825, 229724.6496484056 904203.6883891076, 229623.82419606298 904298.9809101559, 229620.20694930106 904302.6806562915, 229662.49420884997 904378.690820124, 229716.77419819683 904454.280898612, 229692.8442082405 904477.2908711024, 229702.80420312285 904484.8308842853, 229721.9742107615 904500.2308013923, 229749.38418355584 904516.6108057126, 229789.0842129737 904532.3807780184, 229861.56419593096 904555.7809185013, 229911.97420234233 904568.6509218961, 229932.37421289086 904571.1708967313, 229936.94418138266 904571.1509182528, 229987.11421097815 904570.9408923686, 229988.39421045035 904570.6809034906, 230088.764220573 904550.4407879487, 230092.4741742015 904549.7608144581, 230092.6842000857 904545.4107771516, 230092.93421650678 904540.4608145878, 230093.31421058625 904532.5408073328, 230093.56419342756 904527.6608198211, 230093.8241823092 904522.0208105855, 230094.0942107886 904516.6108057126, 230094.34419363737 904511.7308182009, 230094.76421182603 904502.9708081409, 230096.17418894917 904474.1709038578, 230096.68422783166 904463.5708924532, 230097.22418406606 904452.6809076592, 230099.3741708547 904408.8609124571, 230104.45417822152 904406.8109188043, 230132.86418313533 904395.3809106201, 230146.6542039886 904392.0208994038, 230148.32420357317 904391.1808965988, 230148.63422259688 904378.230777815, 230240.91419011354 904379.8308023438, 230241.16420654207 904374.0407698229, 230241.50421007723 904366.7208221294, 230244.1842142269 904307.5908969305, 230206.7941673398 904287.2509225607, 230249.0442232564 904204.4208103083, 230182.16419183463 904155.2708248906, 230056.31419737637 904079.3008866385, 229942.74421993643 904218.0609086119, 229871.3442165926 904170.7407842018, 229981.89505936205 904052.2386737317, 229949.2302423045 904036.8447669558, 229922.8942052275 904041.0407852829, 229802.83420971036 904159.0008241534))"
GISDATA.SW_LD_POLY.808,078AD,39215,39215,132299,DOVER LANDFILL,55 POWISSETT ST,DOVER,0078.001,10.32540843,Capped,Not Lined,Closed,Municipal,Municipal,MSW,DOQ,100,EWA,PHO,AP_DOQ,DD_SW,,MANNO_T,DEP_BAW,2010-09-16T00:00:00,F,"POLYGON ((220831.16416046023 886456.3176509626, 220899.38829038292 886462.838895902, 220927.04388097674 886400.7657878362, 220926.25014766306 886366.6344495155, 220923.86888056993 886348.3781803846, 220908.78757826984 886320.5968764573, 220896.88134353608 886263.4467348196, 220864.33750541508 886242.0154652819, 220825.44370006025 886244.396732375, 220800.04362965375 886234.8716975749, 220777.0248599127 886222.9654292613, 220748.44978909194 886218.2029286511, 220743.6872549057 886233.2841973715, 220728.6060197577 886239.6342317648, 220695.2684147507 886264.2405017093, 220682.56837954372 886261.0655013025, 220662.72464378923 886269.0030023195, 220672.24964500964 886295.1968396194, 220699.23718205094 886309.4843414538, 220705.5872164443 886331.7093778811, 220718.28725164384 886336.4719120674, 220731.7810201645 886353.1406809948, 220723.04975225776 886393.6220201291, 220719.08098495752 886419.815823853, 220727.018519558 886437.2783596702, 220775.43735970557 886422.9908578396, 220829.88889538497 886438.1225932129, 220831.16416046023 886456.3176509626))"
GISDATA.SW_LD_POLY.810,177C,39486,172716,172717,MEDWAY LANDFILL,46 BROAD ST,MEDWAY,0177.003,10.66980789,Incomplete,Not Lined,Inactive,Municipal,,MSW,DOQ,100,EWA,OTH,KNOW,AP_DOQ,,RAO_P,DEP_BAW,2003-07-15T00:00:00,F,"POLYGON ((208521.85932967812 877716.5000270642, 208557.6249749288 877716.5000270642, 208556.93758086115 877708.2500558831, 208560.39056756347 877700.6249578744, 208573.45313666016 877694.4374710955, 208589.96869245917 877688.2499507368, 208603.71878992766 877688.9374791123, 208618.1718949005 877690.9999299385, 208620.23434572667 877682.062430378, 208622.98435850441 877671.7500083707, 208631.23432968557 877667.6249388382, 208629.8594072461 877655.2500660084, 208627.79692284018 877644.249981314, 208622.2968301326 877630.5000181533, 208613.3593305722 877612.6250190325, 208599.5937203914 877593.999970641, 208591.34378279 877579.5624791011, 208582.39063622057 877557.5624440238, 208572.7656082809 877544.5000092387, 208569.3280671239 877528.687460944, 208569.3280671239 877518.3750389367, 208572.7656082809 877506.0000317991, 208577.57820618898 877486.0000609607, 208577.57820618898 877469.499950707, 208587.21871325374 877451.6249515899, 208593.40623361617 877446.1249931864, 208613.3593305722 877439.2499444485, 208622.2968301326 877434.4374808483, 208627.10939446092 877425.4999812879, 208628.48431690782 877416.5624817275, 208629.8594072461 877407.624982167, 208636.75006941706 877392.4374749325, 208642.25006139278 877384.1875037514, 208663.57804721594 877369.7500122115, 208672.51554677635 877351.1874847114, 208682.1406082958 877338.8124439977, 208683.51566504687 877327.8124936111, 208659.43749856204 877338.1250499263, 208640.87497106194 877345.687492732, 208614.046858944 877352.5625414662, 208596.8437411934 877347.7499435544, 208582.39063622057 877342.9375135303, 208565.89055954665 877335.3749364167, 208556.2500524819 877330.5624728128, 208541.8125609383 877316.8125432283, 208528.73437841237 877308.5625720471, 208521.85932967812 877300.3124665543, 208518.42182209343 877322.3125016317, 208517.73442802578 877336.7499931715, 208517.73442802578 877347.7499435544, 208517.73442802578 877367.0000330098, 208516.35933769494 877382.1250193492, 208512.23443605006 877389.6874621548, 208505.3437738791 877403.4999462105, 208501.21870434284 877422.7500020862, 208497.7811967656 877430.9999732673, 208497.0938026905 877444.0625423603, 208497.0938026905 877463.9999923073, 208495.0311839804 877477.0625278205, 208485.40629035234 877484.6249706261, 208475.76564898342 877479.1250122227, 208470.9531853795 877490.8124909848, 208471.64057944715 877510.124933444, 208473.70319815725 877530.7500796542, 208476.45317736268 877549.3124728426, 208477.14057143033 877574.7500490732, 208479.89068493992 877594.6874990165, 208486.78121279925 877617.4374826364, 208492.28120478243 877643.5624529384, 208492.9687331617 877664.8749596365, 208510.17185091227 877690.9999299385, 208521.85932967812 877716.5000270642))"
GISDATA.SW_LD_POLY.811,277D,39739,172943,172944,SOUTHBOROUGH MT VICKERY ROAD DUMP,146 CORDAVILLE RD AND MT VICKERY RD,SOUTHBOROUGH,0277.004,3.26226867,Incomplete,Not Lined,Inactive,,,MSW,PTQ,0,UNK,MAP,MS_USGS,,,MANNO_T,DEP_BAW,1996-11-01T00:00:00,F,"POLYGON ((197954.7969051525 893335.5000185892, 198195.92189773917 893367.3750308715, 198202.6562576741 893312.1875483841, 197955.70308877528 893283.437472783, 197954.7969051525 893335.5000185892))"
GISDATA.SW_LD_POLY.815,308B,39832,173030,173031,WALTHAM ASH LANDFILL,167 LEXINGTON ST,WALTHAM,0308.002,1.59139171,Incomplete,Not Lined,Inactive,Municipal,,ASH,DOQ,100,UNK,MAP,MS_LMST,,,HYDE_J,DEP_GIS,2002-05-22T00:00:00,F,"POLYGON ((221845.39060453326 903588.0000450127, 221839.79683121294 903604.812558271, 221839.79683121294 903621.5625506379, 221836.0625004843 903658.3750347346, 221828.14061290026 903696.1875173748, 221832.34381676465 903721.8124884069, 221843.06245669723 903732.062523827, 221859.37497068942 903735.8125015721, 221880.8281661868 903730.1875013784, 221894.34382709116 903715.7500098385, 221896.2031017989 903702.2499959432, 221884.54684990644 903665.3749573752, 221866.84376645833 903620.1874938831, 221862.6405961737 903587.5625666343, 221845.39060453326 903588.0000450127))"
GISDATA.SW_LD_POLY.826,175A,39479,172710,172711,MEDFIELD LANDFILL,65 NORTH MEADOWS RD,MEDFIELD,0175.001,9.6100424,Incomplete,Not Lined,Inactive,Municipal,,MSW,DOQ,100,CAP,PHO,AP_DOQ,DD_SW,,MANNO_T,DEP_BAW,2010-09-16T00:00:00,F,"POLYGON ((215013.05653338134 882232.9669827148, 215005.9882138297 882230.1397086158, 214974.18085975945 882251.3445665576, 214964.99206784368 882244.2762805782, 214872.39724616706 882286.6861307658, 214835.6420449093 882310.7183635384, 214733.15166315436 882374.3331052475, 214799.59371253848 882493.0806320533, 214820.0917687416 882495.2011379935, 214846.2445410341 882484.5986754484, 214852.6059916988 882484.5986754484, 214864.6221248731 882488.1328184381, 214885.82704997063 882487.4259831235, 214931.77100957185 882449.2571112365, 214933.8915155083 882443.6025294624, 214948.02812104672 882404.7268222608, 214972.76718913764 882370.7989622578, 214993.26527891308 882342.5257176049, 214981.9559810534 882281.7382835746, 215013.05653338134 882249.9309295081, 215013.05653338134 882232.9669827148))"
GISDATA.SW_LD_POLY.829,207A,39549,172772,172773,ELLIOT STREET LANDFILL,ELLIOT ST,NEWTON,0207.001,11.49129015,Incomplete,Not Lined,Inactive,Municipal,,MSW,NA,100,PB,DDS,DD_PAR,DD_SW,AP_DOQ,MANNO_T,DEP_BAW,2010-09-17T00:00:00,PAR,"POLYGON ((223776.64421865344 896270.1708453447, 223723.20419852436 896199.5208576992, 223678.32420218736 896140.0108376928, 223669.66421884298 896128.3408526964, 223664.71418911964 896121.6608543769, 223646.70424291492 896097.3708488308, 223619.26421845704 896060.9508159757, 223582.78421658278 896012.7308540493, 223567.62424271554 895991.9308709465, 223564.81422733516 895988.110884577, 223560.9742289111 895982.9008995593, 223558.4342084378 895979.4608736858, 223547.52421158552 895980.5408868827, 223542.4442042187 895981.0408525765, 223539.31419736147 895981.3508716002, 223520.9542080164 895983.1708608866, 223415.55422067642 895994.1408603378, 223431.5842154324 896010.070895534, 223458.43421993405 896038.2508625053, 223460.58420673013 896040.540832974, 223461.1042180583 896041.1208469048, 223462.6942365542 896042.8808671683, 223462.93421337754 896043.1508284993, 223463.76421014965 896044.100864049, 223464.81423883885 896045.3108213209, 223465.26424153894 896045.8408386782, 223466.38424527645 896047.1608622707, 223466.97423166037 896047.8708538488, 223468.8642295748 896050.1908424087, 223470.8242361173 896052.6908387654, 223471.07421896607 896053.0308422968, 223472.684215948 896055.1908686943, 223474.17420773208 896057.1808261722, 223513.2941896394 896111.3208654225, 223537.64419778436 896145.000891529, 223552.90419837087 896166.120866105, 223576.5742330253 896198.860862691, 223577.92424112558 896200.7608330585, 223578.20420848578 896201.1908237003, 223578.41423437 896201.4908366948, 223579.23422511667 896202.6908550896, 223579.98420723528 896203.8308373131, 223580.23422365636 896204.2108313851, 223580.51419101655 896204.6408556066, 223581.3041972518 896205.880864542, 223581.7842180431 896206.6308130845, 223582.31420182437 896207.5108400062, 223582.9741968289 896208.6008592322, 223583.52422624826 896209.5308491476, 223583.77420909703 896209.9608397894, 223584.15423674881 896210.6108623482, 223584.414225623 896211.0708375014, 223584.6542024389 896211.490822114, 223585.30422499776 896212.6408439428, 223586.40425025672 896214.6908711717, 223587.4742238447 896216.7608433068, 223587.89424203336 896217.6008461118, 223588.18421542645 896218.190866068, 223588.5142129287 896218.8508275002, 223588.99420014024 896219.8608320691, 223589.17420793325 896220.2408597209, 223589.5142114684 896220.960857328, 223590.47421947122 896223.080859609, 223591.39423693717 896225.2208403721, 223591.79420948774 896226.1908208281, 223591.94423277676 896226.5408303887, 223592.28423630446 896227.3808667697, 223592.79420802742 896228.6808447279, 223592.93422528356 896229.0308207162, 223593.164196074 896229.6408527307, 223593.34423744678 896230.1208399422, 223593.94419628382 896231.7308369242, 223594.71422403306 896233.9308538623, 223595.44419409335 896236.1208311953, 223595.59421738237 896236.610824436, 223596.14424679428 896238.3708447032, 223596.30420895666 896238.8908560313, 223596.49422278255 896239.5408450104, 223596.80424180627 896240.6108521819, 223597.16422381997 896241.9108301401, 223597.50422735512 896243.1408330463, 223603.46419448406 896265.8508597016, 223611.81422596425 896297.6108698025, 223613.29421171546 896303.2308334038, 223660.84420618415 896284.4208413549, 223665.24420648068 896291.3608621247, 223667.9541951418 896295.6508296803, 223675.8141997978 896308.0808364041, 223711.44419284165 896311.7408606149, 223715.6042163223 896312.1708848365, 223716.82421319932 896312.3008624837, 223724.92419467866 896306.6008506492, 223776.64421865344 896270.1708453447))"
